HomeTeam,AwayTeam,Div,season,Date,FTR,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
RB Leipzig,Greuther Furth,D2,2015,03/08/15,D,2,2,1,2,A,,,,,,,,,,,,
Frankfurt FSV,Karlsruhe,D2,2015,14/08/15,A,1,2,1,1,D,,,,,,,,,,,,
Heidenheim,Fortuna Dusseldorf,D2,2015,14/08/15,H,1,0,0,0,D,,,,,,,,,,,,
Paderborn,Sandhausen,D2,2015,14/08/15,A,0,6,0,3,A,,,,,,,,,,,,
Braunschweig,RB Leipzig,D2,2015,15/08/15,A,0,2,0,0,D,,,,,,,,,,,,
Freiburg,Bochum,D2,2015,15/08/15,A,1,3,0,0,D,,,,,,,,,,,,
Duisburg,Bielefeld,D2,2015,16/08/15,D,2,2,0,2,A,,,,,,,,,,,,
St Pauli,Greuther Furth,D2,2015,16/08/15,H,3,2,2,1,H,,,,,,,,,,,,
Union Berlin,Kaiserslautern,D2,2015,16/08/15,D,2,2,0,1,A,,,,,,,,,,,,
Nurnberg,Munich 1860,D2,2015,17/08/15,D,2,2,0,1,A,,,,,,,,,,,,
Bielefeld,Braunschweig,D2,2015,21/08/15,A,0,2,0,0,D,,,,,,,,,,,,
Greuther Furth,Frankfurt FSV,D2,2015,21/08/15,A,0,2,0,1,A,,,,,,,,,,,,
Sandhausen,Heidenheim,D2,2015,21/08/15,D,0,0,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Freiburg,D2,2015,22/08/15,A,1,2,1,2,A,,,,,,,,,,,,
Karlsruhe,Duisburg,D2,2015,22/08/15,H,2,0,1,0,H,,,,,,,,,,,,
Bochum,Nurnberg,D2,2015,23/08/15,H,2,1,1,1,D,,,,,,,,,,,,
Munich 1860,Union Berlin,D2,2015,23/08/15,D,0,0,0,0,D,,,,,,,,,,,,
RB Leipzig,St Pauli,D2,2015,23/08/15,A,0,1,0,1,A,,,,,,,,,,,,
Kaiserslautern,Paderborn,D2,2015,24/08/15,H,1,0,1,0,H,,,,,,,,,,,,
Freiburg,Sandhausen,D2,2015,28/08/15,H,4,1,3,0,H,,,,,,,,,,,,
Heidenheim,Kaiserslautern,D2,2015,28/08/15,H,3,1,0,1,A,,,,,,,,,,,,
Union Berlin,RB Leipzig,D2,2015,28/08/15,D,1,1,1,0,H,,,,,,,,,,,,
Duisburg,Greuther Furth,D2,2015,29/08/15,D,2,2,1,0,H,,,,,,,,,,,,
Paderborn,Bielefeld,D2,2015,29/08/15,A,1,2,1,0,H,,,,,,,,,,,,
Braunschweig,Karlsruhe,D2,2015,30/08/15,H,6,0,2,0,H,,,,,,,,,,,,
Frankfurt FSV,St Pauli,D2,2015,30/08/15,H,1,0,0,0,D,,,,,,,,,,,,
Nurnberg,Fortuna Dusseldorf,D2,2015,30/08/15,H,1,0,0,0,D,,,,,,,,,,,,
Bochum,Munich 1860,D2,2015,31/08/15,H,1,0,0,0,D,,,,,,,,,,,,
Kaiserslautern,Freiburg,D2,2015,11/09/15,A,0,2,0,0,D,,,,,,,,,,,,
RB Leipzig,Paderborn,D2,2015,11/09/15,H,2,0,2,0,H,,,,,,,,,,,,
Sandhausen,Bochum,D2,2015,11/09/15,D,1,1,1,1,D,,,,,,,,,,,,
Bielefeld,Heidenheim,D2,2015,12/09/15,D,0,0,0,0,D,,,,,,,,,,,,
Karlsruhe,Union Berlin,D2,2015,12/09/15,A,0,3,0,1,A,,,,,,,,,,,,
Fortuna Dusseldorf,Munich 1860,D2,2015,13/09/15,H,3,0,2,0,H,,,,,,,,,,,,
Frankfurt FSV,Braunschweig,D2,2015,13/09/15,A,0,3,0,1,A,,,,,,,,,,,,
Greuther Furth,Nurnberg,D2,2015,13/09/15,H,3,2,1,1,D,,,,,,,,,,,,
St Pauli,Duisburg,D2,2015,14/09/15,H,2,0,0,0,D,,,,,,,,,,,,
Bochum,Fortuna Dusseldorf,D2,2015,18/09/15,D,1,1,1,0,H,,,,,,,,,,,,
Freiburg,Bielefeld,D2,2015,18/09/15,D,2,2,0,1,A,,,,,,,,,,,,
Heidenheim,RB Leipzig,D2,2015,18/09/15,D,1,1,0,1,A,,,,,,,,,,,,
Munich 1860,Kaiserslautern,D2,2015,19/09/15,D,1,1,1,0,H,,,,,,,,,,,,
Nurnberg,Sandhausen,D2,2015,19/09/15,H,2,0,1,0,H,,,,,,,,,,,,
Paderborn,Karlsruhe,D2,2015,19/09/15,H,2,0,0,0,D,,,,,,,,,,,,
Braunschweig,St Pauli,D2,2015,20/09/15,D,0,0,0,0,D,,,,,,,,,,,,
Duisburg,Frankfurt FSV,D2,2015,20/09/15,A,0,1,0,1,A,,,,,,,,,,,,
Union Berlin,Greuther Furth,D2,2015,20/09/15,A,1,2,1,0,H,,,,,,,,,,,,
Bielefeld,Bochum,D2,2015,22/09/15,D,1,1,0,1,A,,,,,,,,,,,,
Kaiserslautern,Nurnberg,D2,2015,22/09/15,A,0,3,0,1,A,,,,,,,,,,,,
Karlsruhe,Fortuna Dusseldorf,D2,2015,22/09/15,D,1,1,0,0,D,,,,,,,,,,,,
Sandhausen,Munich 1860,D2,2015,22/09/15,D,1,1,1,1,D,,,,,,,,,,,,
Duisburg,Braunschweig,D2,2015,23/09/15,A,0,5,0,1,A,,,,,,,,,,,,
Frankfurt FSV,Union Berlin,D2,2015,23/09/15,H,3,2,0,1,A,,,,,,,,,,,,
Greuther Furth,Paderborn,D2,2015,23/09/15,H,3,0,1,0,H,,,,,,,,,,,,
St Pauli,Heidenheim,D2,2015,23/09/15,H,1,0,1,0,H,,,,,,,,,,,,
RB Leipzig,Freiburg,D2,2015,24/09/15,D,1,1,0,1,A,,,,,,,,,,,,
Bochum,Kaiserslautern,D2,2015,25/09/15,A,1,2,0,2,A,,,,,,,,,,,,
Fortuna Dusseldorf,Sandhausen,D2,2015,25/09/15,A,0,1,0,0,D,,,,,,,,,,,,
Nurnberg,Bielefeld,D2,2015,25/09/15,D,2,2,0,1,A,,,,,,,,,,,,
Paderborn,St Pauli,D2,2015,26/09/15,D,0,0,0,0,D,,,,,,,,,,,,
Union Berlin,Duisburg,D2,2015,26/09/15,H,3,2,3,0,H,,,,,,,,,,,,
Freiburg,Frankfurt FSV,D2,2015,27/09/15,H,2,0,1,0,H,,,,,,,,,,,,
Heidenheim,Karlsruhe,D2,2015,27/09/15,D,1,1,1,0,H,,,,,,,,,,,,
Munich 1860,RB Leipzig,D2,2015,27/09/15,D,2,2,1,1,D,,,,,,,,,,,,
Braunschweig,Greuther Furth,D2,2015,28/09/15,A,0,1,0,1,A,,,,,,,,,,,,
Bielefeld,Munich 1860,D2,2015,02/10/15,D,1,1,1,1,D,,,,,,,,,,,,
Frankfurt FSV,Heidenheim,D2,2015,02/10/15,A,0,4,0,3,A,,,,,,,,,,,,
Kaiserslautern,Fortuna Dusseldorf,D2,2015,02/10/15,H,3,0,1,0,H,,,,,,,,,,,,
Greuther Furth,Bochum,D2,2015,03/10/15,A,0,5,0,3,A,,,,,,,,,,,,
St Pauli,Sandhausen,D2,2015,03/10/15,A,1,3,0,2,A,,,,,,,,,,,,
Braunschweig,Union Berlin,D2,2015,04/10/15,H,2,1,1,1,D,,,,,,,,,,,,
Karlsruhe,Freiburg,D2,2015,04/10/15,D,1,1,0,0,D,,,,,,,,,,,,
RB Leipzig,Nurnberg,D2,2015,04/10/15,H,3,2,3,0,H,,,,,,,,,,,,
Duisburg,Paderborn,D2,2015,05/10/15,H,1,0,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Bielefeld,D2,2015,16/10/15,H,1,0,1,0,H,,,,,,,,,,,,
Paderborn,Braunschweig,D2,2015,16/10/15,H,2,0,1,0,H,,,,,,,,,,,,
Sandhausen,Kaiserslautern,D2,2015,16/10/15,H,1,0,1,0,H,,,,,,,,,,,,
Nurnberg,Frankfurt FSV,D2,2015,17/10/15,D,1,1,0,0,D,,,,,,,,,,,,
Union Berlin,St Pauli,D2,2015,17/10/15,D,3,3,2,1,H,,,,,,,,,,,,
Bochum,RB Leipzig,D2,2015,18/10/15,A,0,1,0,0,D,,,,,,,,,,,,
Freiburg,Greuther Furth,D2,2015,18/10/15,H,5,2,1,0,H,,,,,,,,,,,,
Heidenheim,Duisburg,D2,2015,18/10/15,H,1,0,0,0,D,,,,,,,,,,,,
Munich 1860,Karlsruhe,D2,2015,19/10/15,A,0,1,0,1,A,,,,,,,,,,,,
Frankfurt FSV,Bochum,D2,2015,23/10/15,H,3,2,0,2,A,,,,,,,,,,,,
Greuther Furth,Munich 1860,D2,2015,23/10/15,H,1,0,0,0,D,,,,,,,,,,,,
RB Leipzig,Fortuna Dusseldorf,D2,2015,23/10/15,H,2,1,1,0,H,,,,,,,,,,,,
Duisburg,Nurnberg,D2,2015,24/10/15,D,0,0,0,0,D,,,,,,,,,,,,
Karlsruhe,Kaiserslautern,D2,2015,24/10/15,H,2,0,1,0,H,,,,,,,,,,,,
Union Berlin,Paderborn,D2,2015,24/10/15,A,0,2,0,2,A,,,,,,,,,,,,
Bielefeld,Sandhausen,D2,2015,25/10/15,D,0,0,0,0,D,,,,,,,,,,,,
Braunschweig,Heidenheim,D2,2015,25/10/15,H,1,0,0,0,D,,,,,,,,,,,,
St Pauli,Freiburg,D2,2015,25/10/15,H,1,0,0,0,D,,,,,,,,,,,,
Bochum,St Pauli,D2,2015,30/10/15,D,1,1,1,1,D,,,,,,,,,,,,
Fortuna Dusseldorf,Greuther Furth,D2,2015,30/10/15,H,1,0,0,0,D,,,,,,,,,,,,
Kaiserslautern,Bielefeld,D2,2015,30/10/15,A,0,2,0,0,D,,,,,,,,,,,,
Heidenheim,Union Berlin,D2,2015,31/10/15,A,0,2,0,1,A,,,,,,,,,,,,
Paderborn,Frankfurt FSV,D2,2015,31/10/15,D,1,1,1,0,H,,,,,,,,,,,,
Freiburg,Braunschweig,D2,2015,01/11/15,D,2,2,2,0,H,,,,,,,,,,,,
Munich 1860,Duisburg,D2,2015,01/11/15,H,1,0,0,0,D,,,,,,,,,,,,
Sandhausen,RB Leipzig,D2,2015,01/11/15,A,1,2,1,1,D,,,,,,,,,,,,
Nurnberg,Karlsruhe,D2,2015,02/11/15,D,0,0,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Sandhausen,D2,2015,06/11/15,A,0,1,0,0,D,,,,,,,,,,,,
Greuther Furth,Bielefeld,D2,2015,06/11/15,D,0,0,0,0,D,,,,,,,,,,,,
Karlsruhe,Bochum,D2,2015,06/11/15,H,3,0,1,0,H,,,,,,,,,,,,
Duisburg,Freiburg,D2,2015,07/11/15,D,1,1,1,0,H,,,,,,,,,,,,
Union Berlin,Nurnberg,D2,2015,07/11/15,D,3,3,1,1,D,,,,,,,,,,,,
Braunschweig,Munich 1860,D2,2015,08/11/15,D,0,0,0,0,D,,,,,,,,,,,,
Paderborn,Heidenheim,D2,2015,08/11/15,D,1,1,1,0,H,,,,,,,,,,,,
RB Leipzig,Kaiserslautern,D2,2015,08/11/15,A,0,2,0,1,A,,,,,,,,,,,,
St Pauli,Fortuna Dusseldorf,D2,2015,09/11/15,H,4,0,2,0,H,,,,,,,,,,,,
Bochum,Union Berlin,D2,2015,20/11/15,D,1,1,1,1,D,,,,,,,,,,,,
Fortuna Dusseldorf,Duisburg,D2,2015,20/11/15,D,1,1,0,0,D,,,,,,,,,,,,
Sandhausen,Karlsruhe,D2,2015,20/11/15,H,3,1,2,0,H,,,,,,,,,,,,
Bielefeld,RB Leipzig,D2,2015,21/11/15,A,0,1,0,1,A,,,,,,,,,,,,
Munich 1860,St Pauli,D2,2015,21/11/15,H,2,0,0,0,D,,,,,,,,,,,,
Freiburg,Paderborn,D2,2015,22/11/15,H,4,1,3,0,H,,,,,,,,,,,,
Heidenheim,Greuther Furth,D2,2015,22/11/15,A,1,2,0,1,A,,,,,,,,,,,,
Kaiserslautern,Frankfurt FSV,D2,2015,22/11/15,D,1,1,0,1,A,,,,,,,,,,,,
Nurnberg,Braunschweig,D2,2015,23/11/15,H,2,1,1,0,H,,,,,,,,,,,,
Braunschweig,Bochum,D2,2015,27/11/15,H,1,0,1,0,H,,,,,,,,,,,,
Greuther Furth,Kaiserslautern,D2,2015,27/11/15,A,2,4,2,0,H,,,,,,,,,,,,
Heidenheim,Freiburg,D2,2015,27/11/15,A,1,2,1,1,D,,,,,,,,,,,,
Paderborn,Munich 1860,D2,2015,28/11/15,D,4,4,1,0,H,,,,,,,,,,,,
Union Berlin,Bielefeld,D2,2015,28/11/15,D,1,1,1,0,H,,,,,,,,,,,,
Duisburg,Sandhausen,D2,2015,29/11/15,H,3,0,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Fortuna Dusseldorf,D2,2015,29/11/15,A,1,2,0,2,A,,,,,,,,,,,,
St Pauli,Nurnberg,D2,2015,29/11/15,A,0,4,0,2,A,,,,,,,,,,,,
Karlsruhe,RB Leipzig,D2,2015,30/11/15,A,0,1,0,0,D,,,,,,,,,,,,
Munich 1860,Frankfurt FSV,D2,2015,04/12/15,A,0,1,0,1,A,,,,,,,,,,,,
Nurnberg,Paderborn,D2,2015,04/12/15,H,2,1,1,0,H,,,,,,,,,,,,
Sandhausen,Greuther Furth,D2,2015,04/12/15,D,1,1,0,1,A,,,,,,,,,,,,
Bielefeld,Karlsruhe,D2,2015,05/12/15,H,2,1,0,1,A,,,,,,,,,,,,
Freiburg,Union Berlin,D2,2015,05/12/15,H,3,0,2,0,H,,,,,,,,,,,,
Bochum,Heidenheim,D2,2015,06/12/15,D,1,1,0,1,A,,,,,,,,,,,,
Kaiserslautern,St Pauli,D2,2015,06/12/15,A,1,2,0,1,A,,,,,,,,,,,,
RB Leipzig,Duisburg,D2,2015,06/12/15,H,4,2,1,1,D,,,,,,,,,,,,
Fortuna Dusseldorf,Braunschweig,D2,2015,07/12/15,H,1,0,1,0,H,,,,,,,,,,,,
Bochum,Paderborn,D2,2015,11/12/15,H,4,0,3,0,H,,,,,,,,,,,,
Munich 1860,Heidenheim,D2,2015,11/12/15,A,1,3,1,1,D,,,,,,,,,,,,
Sandhausen,Braunschweig,D2,2015,11/12/15,A,0,2,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Union Berlin,D2,2015,12/12/15,A,0,3,0,1,A,,,,,,,,,,,,
Karlsruhe,Greuther Furth,D2,2015,12/12/15,H,1,0,0,0,D,,,,,,,,,,,,
Kaiserslautern,Duisburg,D2,2015,13/12/15,H,2,0,0,0,D,,,,,,,,,,,,
Nurnberg,Freiburg,D2,2015,13/12/15,H,2,1,1,0,H,,,,,,,,,,,,
RB Leipzig,Frankfurt FSV,D2,2015,13/12/15,H,3,1,0,0,D,,,,,,,,,,,,
Bielefeld,St Pauli,D2,2015,14/12/15,D,0,0,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Bielefeld,D2,2015,18/12/15,A,1,2,1,0,H,,,,,,,,,,,,
St Pauli,Karlsruhe,D2,2015,18/12/15,A,1,2,1,1,D,,,,,,,,,,,,
Union Berlin,Sandhausen,D2,2015,18/12/15,H,1,0,0,0,D,,,,,,,,,,,,
Greuther Furth,RB Leipzig,D2,2015,19/12/15,A,1,2,0,0,D,,,,,,,,,,,,
Heidenheim,Nurnberg,D2,2015,19/12/15,A,0,3,0,1,A,,,,,,,,,,,,
Braunschweig,Kaiserslautern,D2,2015,20/12/15,D,1,1,1,0,H,,,,,,,,,,,,
Duisburg,Bochum,D2,2015,20/12/15,D,0,0,0,0,D,,,,,,,,,,,,
Freiburg,Munich 1860,D2,2015,20/12/15,H,3,0,2,0,H,,,,,,,,,,,,
Paderborn,Fortuna Dusseldorf,D2,2015,21/12/15,D,0,0,0,0,D,,,,,,,,,,,,
Bochum,Freiburg,D2,2015,05/02/16,H,2,0,1,0,H,,,,,,,,,,,,
Kaiserslautern,Union Berlin,D2,2015,05/02/16,D,2,2,2,0,H,,,,,,,,,,,,
Sandhausen,Paderborn,D2,2015,05/02/16,H,1,0,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Heidenheim,D2,2015,06/02/16,A,0,1,0,0,D,,,,,,,,,,,,
Munich 1860,Nurnberg,D2,2015,06/02/16,A,0,1,0,1,A,,,,,,,,,,,,
Greuther Furth,St Pauli,D2,2015,07/02/16,A,0,2,0,1,A,,,,,,,,,,,,
Karlsruhe,Frankfurt FSV,D2,2015,07/02/16,D,1,1,0,0,D,,,,,,,,,,,,
RB Leipzig,Braunschweig,D2,2015,07/02/16,H,2,0,2,0,H,,,,,,,,,,,,
Bielefeld,Duisburg,D2,2015,08/02/16,H,2,1,2,1,H,,,,,,,,,,,,
Frankfurt FSV,Greuther Furth,D2,2015,12/02/16,A,1,2,0,2,A,,,,,,,,,,,,
Paderborn,Kaiserslautern,D2,2015,12/02/16,A,0,4,0,2,A,,,,,,,,,,,,
St Pauli,RB Leipzig,D2,2015,12/02/16,H,1,0,1,0,H,,,,,,,,,,,,
Duisburg,Karlsruhe,D2,2015,13/02/16,A,0,1,0,1,A,,,,,,,,,,,,
Heidenheim,Sandhausen,D2,2015,13/02/16,D,1,1,1,0,H,,,,,,,,,,,,
Braunschweig,Bielefeld,D2,2015,14/02/16,H,1,0,1,0,H,,,,,,,,,,,,
Freiburg,Fortuna Dusseldorf,D2,2015,14/02/16,A,1,2,1,1,D,,,,,,,,,,,,
Union Berlin,Munich 1860,D2,2015,14/02/16,H,3,0,1,0,H,,,,,,,,,,,,
Nurnberg,Bochum,D2,2015,15/02/16,D,1,1,0,0,D,,,,,,,,,,,,
Greuther Furth,Duisburg,D2,2015,19/02/16,D,1,1,0,0,D,,,,,,,,,,,,
RB Leipzig,Union Berlin,D2,2015,19/02/16,H,3,0,2,0,H,,,,,,,,,,,,
St Pauli,Frankfurt FSV,D2,2015,19/02/16,A,1,3,1,2,A,,,,,,,,,,,,
Kaiserslautern,Heidenheim,D2,2015,20/02/16,D,2,2,0,1,A,,,,,,,,,,,,
Karlsruhe,Braunschweig,D2,2015,20/02/16,D,2,2,1,1,D,,,,,,,,,,,,
Bielefeld,Paderborn,D2,2015,21/02/16,D,1,1,0,1,A,,,,,,,,,,,,
Munich 1860,Bochum,D2,2015,21/02/16,D,1,1,1,1,D,,,,,,,,,,,,
Sandhausen,Freiburg,D2,2015,21/02/16,A,0,2,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Nurnberg,D2,2015,22/02/16,D,1,1,1,0,H,,,,,,,,,,,,
Nurnberg,Greuther Furth,D2,2015,26/02/16,H,2,1,1,1,D,,,,,,,,,,,,
Paderborn,RB Leipzig,D2,2015,26/02/16,A,0,1,0,0,D,,,,,,,,,,,,
Union Berlin,Karlsruhe,D2,2015,26/02/16,H,2,1,1,1,D,,,,,,,,,,,,
Bochum,Sandhausen,D2,2015,27/02/16,H,3,2,2,0,H,,,,,,,,,,,,
Freiburg,Kaiserslautern,D2,2015,27/02/16,H,2,0,1,0,H,,,,,,,,,,,,
Munich 1860,Fortuna Dusseldorf,D2,2015,27/02/16,H,3,2,1,0,H,,,,,,,,,,,,
Braunschweig,Frankfurt FSV,D2,2015,28/02/16,D,0,0,0,0,D,,,,,,,,,,,,
Duisburg,St Pauli,D2,2015,28/02/16,A,0,2,0,0,D,,,,,,,,,,,,
Heidenheim,Bielefeld,D2,2015,28/02/16,H,3,2,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Bochum,D2,2015,01/03/16,A,1,3,1,0,H,,,,,,,,,,,,
Greuther Furth,Union Berlin,D2,2015,01/03/16,H,2,0,1,0,H,,,,,,,,,,,,
Kaiserslautern,Munich 1860,D2,2015,01/03/16,A,0,1,0,1,A,,,,,,,,,,,,
Karlsruhe,Paderborn,D2,2015,01/03/16,D,0,0,0,0,D,,,,,,,,,,,,
Sandhausen,Nurnberg,D2,2015,01/03/16,A,0,2,0,1,A,,,,,,,,,,,,
Bielefeld,Freiburg,D2,2015,02/03/16,A,1,4,1,3,A,,,,,,,,,,,,
Frankfurt FSV,Duisburg,D2,2015,02/03/16,D,3,3,1,0,H,,,,,,,,,,,,
RB Leipzig,Heidenheim,D2,2015,02/03/16,H,3,1,0,1,A,,,,,,,,,,,,
St Pauli,Braunschweig,D2,2015,03/03/16,H,1,0,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Karlsruhe,D2,2015,04/03/16,A,0,1,0,0,D,,,,,,,,,,,,
Munich 1860,Sandhausen,D2,2015,04/03/16,H,3,2,2,1,H,,,,,,,,,,,,
Nurnberg,Kaiserslautern,D2,2015,04/03/16,H,2,1,1,1,D,,,,,,,,,,,,
Paderborn,Greuther Furth,D2,2015,05/03/16,D,1,1,1,0,H,,,,,,,,,,,,
Union Berlin,Frankfurt FSV,D2,2015,05/03/16,H,4,0,3,0,H,,,,,,,,,,,,
Bochum,Bielefeld,D2,2015,06/03/16,D,2,2,1,0,H,,,,,,,,,,,,
Braunschweig,Duisburg,D2,2015,06/03/16,D,1,1,0,0,D,,,,,,,,,,,,
Heidenheim,St Pauli,D2,2015,06/03/16,H,2,0,0,0,D,,,,,,,,,,,,
Freiburg,RB Leipzig,D2,2015,07/03/16,H,2,1,1,0,H,,,,,,,,,,,,
Bielefeld,Nurnberg,D2,2015,11/03/16,A,0,4,0,0,D,,,,,,,,,,,,
Greuther Furth,Braunschweig,D2,2015,11/03/16,H,3,0,1,0,H,,,,,,,,,,,,
St Pauli,Paderborn,D2,2015,11/03/16,A,3,4,0,2,A,,,,,,,,,,,,
Duisburg,Union Berlin,D2,2015,12/03/16,H,2,1,0,0,D,,,,,,,,,,,,
Sandhausen,Fortuna Dusseldorf,D2,2015,12/03/16,H,1,0,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Freiburg,D2,2015,13/03/16,A,1,3,0,1,A,,,,,,,,,,,,
Karlsruhe,Heidenheim,D2,2015,13/03/16,D,0,0,0,0,D,,,,,,,,,,,,
RB Leipzig,Munich 1860,D2,2015,13/03/16,H,2,1,0,0,D,,,,,,,,,,,,
Kaiserslautern,Bochum,D2,2015,14/03/16,A,0,2,0,0,D,,,,,,,,,,,,
Heidenheim,Frankfurt FSV,D2,2015,18/03/16,D,2,2,0,1,A,,,,,,,,,,,,
Paderborn,Duisburg,D2,2015,18/03/16,D,0,0,0,0,D,,,,,,,,,,,,
Union Berlin,Braunschweig,D2,2015,18/03/16,H,3,1,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Kaiserslautern,D2,2015,19/03/16,H,4,3,3,1,H,,,,,,,,,,,,
Sandhausen,St Pauli,D2,2015,19/03/16,A,0,2,0,2,A,,,,,,,,,,,,
Bochum,Greuther Furth,D2,2015,20/03/16,D,2,2,1,1,D,,,,,,,,,,,,
Munich 1860,Bielefeld,D2,2015,20/03/16,D,1,1,1,0,H,,,,,,,,,,,,
Nurnberg,RB Leipzig,D2,2015,20/03/16,H,3,1,0,0,D,,,,,,,,,,,,
Freiburg,Karlsruhe,D2,2015,21/03/16,H,1,0,0,0,D,,,,,,,,,,,,
Braunschweig,Paderborn,D2,2015,01/04/16,H,2,1,2,1,H,,,,,,,,,,,,
Duisburg,Heidenheim,D2,2015,01/04/16,A,0,2,0,1,A,,,,,,,,,,,,
St Pauli,Union Berlin,D2,2015,01/04/16,D,0,0,0,0,D,,,,,,,,,,,,
Bielefeld,Fortuna Dusseldorf,D2,2015,02/04/16,D,0,0,0,0,D,,,,,,,,,,,,
RB Leipzig,Bochum,D2,2015,02/04/16,H,3,1,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Nurnberg,D2,2015,03/04/16,A,0,3,0,0,D,,,,,,,,,,,,
Kaiserslautern,Sandhausen,D2,2015,03/04/16,H,2,0,1,0,H,,,,,,,,,,,,
Karlsruhe,Munich 1860,D2,2015,03/04/16,H,3,1,3,1,H,,,,,,,,,,,,
Greuther Furth,Freiburg,D2,2015,04/04/16,A,2,3,1,2,A,,,,,,,,,,,,
Heidenheim,Braunschweig,D2,2015,08/04/16,D,2,2,0,2,A,,,,,,,,,,,,
Munich 1860,Greuther Furth,D2,2015,08/04/16,A,0,1,0,1,A,,,,,,,,,,,,
Paderborn,Union Berlin,D2,2015,08/04/16,A,0,4,0,4,A,,,,,,,,,,,,
Bochum,Frankfurt FSV,D2,2015,09/04/16,H,4,1,2,1,H,,,,,,,,,,,,
Sandhausen,Bielefeld,D2,2015,09/04/16,A,1,4,1,1,D,,,,,,,,,,,,
Freiburg,St Pauli,D2,2015,10/04/16,H,4,3,2,0,H,,,,,,,,,,,,
Kaiserslautern,Karlsruhe,D2,2015,10/04/16,D,0,0,0,0,D,,,,,,,,,,,,
Nurnberg,Duisburg,D2,2015,10/04/16,A,1,2,0,1,A,,,,,,,,,,,,
Fortuna Dusseldorf,RB Leipzig,D2,2015,11/04/16,A,1,3,1,1,D,,,,,,,,,,,,
Duisburg,Munich 1860,D2,2015,15/04/16,H,2,1,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Paderborn,D2,2015,15/04/16,A,0,2,0,0,D,,,,,,,,,,,,
RB Leipzig,Sandhausen,D2,2015,15/04/16,A,0,1,0,0,D,,,,,,,,,,,,
Karlsruhe,Nurnberg,D2,2015,16/04/16,H,2,1,1,1,D,,,,,,,,,,,,
St Pauli,Bochum,D2,2015,16/04/16,H,2,0,0,0,D,,,,,,,,,,,,
Bielefeld,Kaiserslautern,D2,2015,17/04/16,A,0,1,0,0,D,,,,,,,,,,,,
Greuther Furth,Fortuna Dusseldorf,D2,2015,17/04/16,H,3,1,3,1,H,,,,,,,,,,,,
Union Berlin,Heidenheim,D2,2015,17/04/16,H,1,0,1,0,H,,,,,,,,,,,,
Braunschweig,Freiburg,D2,2015,18/04/16,D,2,2,0,0,D,,,,,,,,,,,,
Bochum,Karlsruhe,D2,2015,22/04/16,D,1,1,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,St Pauli,D2,2015,22/04/16,D,1,1,1,0,H,,,,,,,,,,,,
Freiburg,Duisburg,D2,2015,22/04/16,H,3,0,2,0,H,,,,,,,,,,,,
Heidenheim,Paderborn,D2,2015,23/04/16,D,1,1,1,1,D,,,,,,,,,,,,
Nurnberg,Union Berlin,D2,2015,23/04/16,H,6,2,0,2,A,,,,,,,,,,,,
Bielefeld,Greuther Furth,D2,2015,24/04/16,H,4,2,1,1,D,,,,,,,,,,,,
Munich 1860,Braunschweig,D2,2015,24/04/16,H,1,0,0,0,D,,,,,,,,,,,,
Sandhausen,Frankfurt FSV,D2,2015,24/04/16,H,1,0,0,0,D,,,,,,,,,,,,
Kaiserslautern,RB Leipzig,D2,2015,25/04/16,D,1,1,0,0,D,,,,,,,,,,,,
Duisburg,Fortuna Dusseldorf,D2,2015,29/04/16,H,2,1,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Kaiserslautern,D2,2015,29/04/16,A,1,4,1,1,D,,,,,,,,,,,,
Paderborn,Freiburg,D2,2015,29/04/16,A,1,2,0,0,D,,,,,,,,,,,,
RB Leipzig,Bielefeld,D2,2015,29/04/16,D,1,1,1,0,H,,,,,,,,,,,,
St Pauli,Munich 1860,D2,2015,29/04/16,A,0,2,0,1,A,,,,,,,,,,,,
Union Berlin,Bochum,D2,2015,29/04/16,H,1,0,0,0,D,,,,,,,,,,,,
Braunschweig,Nurnberg,D2,2015,30/04/16,H,3,1,1,0,H,,,,,,,,,,,,
Greuther Furth,Heidenheim,D2,2015,30/04/16,A,0,2,0,1,A,,,,,,,,,,,,
Karlsruhe,Sandhausen,D2,2015,02/05/16,H,3,0,0,0,D,,,,,,,,,,,,
Bielefeld,Union Berlin,D2,2015,08/05/16,H,2,0,0,0,D,,,,,,,,,,,,
Bochum,Braunschweig,D2,2015,08/05/16,A,2,3,2,1,H,,,,,,,,,,,,
