HomeTeam,AwayTeam,Div,season,Date,FTR,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
Kaiserslautern,FC Koln,D2,2024,22/12/2024,A,0,1,0,1,A,10.0,12.0,4.0,7.0,10.0,5.0,8.0,10.0,2.0,3.0,0.0,0.0
Regensburg,Darmstadt,D2,2024,22/12/2024,H,2,1,0,0,D,14.0,21.0,5.0,6.0,6.0,9.0,15.0,9.0,5.0,2.0,0.0,0.0
Fortuna Dusseldorf,Darmstadt,D2,2024,17/01/2025,D,2,2,1,0,H,16.0,15.0,7.0,5.0,7.0,5.0,19.0,9.0,4.0,1.0,0.0,0.0
Regensburg,Hannover,D2,2024,17/01/2025,A,0,1,0,1,A,9.0,11.0,1.0,3.0,4.0,8.0,18.0,16.0,1.0,1.0,0.0,0.0
Braunschweig,Schalke 04,D2,2024,18/01/2025,D,0,0,0,0,D,4.0,18.0,1.0,1.0,0.0,5.0,14.0,14.0,4.0,4.0,1.0,0.0
Kaiserslautern,Ulm,D2,2024,18/01/2025,H,2,1,2,1,H,22.0,15.0,8.0,7.0,7.0,5.0,14.0,15.0,2.0,3.0,0.0,0.0
Preußen Münster,Greuther Furth,D2,2024,18/01/2025,H,2,1,1,1,D,15.0,14.0,4.0,3.0,4.0,3.0,16.0,7.0,3.0,5.0,0.0,1.0
Hamburg,FC Koln,D2,2024,18/01/2025,H,1,0,0,0,D,14.0,7.0,5.0,1.0,6.0,6.0,14.0,16.0,3.0,4.0,0.0,0.0
Elversberg,Magdeburg,D2,2024,19/01/2025,A,2,5,2,0,H,9.0,21.0,4.0,10.0,6.0,3.0,11.0,12.0,2.0,2.0,1.0,0.0
Nurnberg,Karlsruhe,D2,2024,19/01/2025,H,2,1,1,1,D,16.0,4.0,8.0,2.0,9.0,2.0,8.0,12.0,3.0,5.0,0.0,0.0
Paderborn,Hertha,D2,2024,19/01/2025,A,1,2,0,1,A,21.0,10.0,5.0,4.0,7.0,4.0,14.0,7.0,1.0,4.0,0.0,0.0
Greuther Furth,Kaiserslautern,D2,2024,24/01/2025,A,2,4,1,1,D,11.0,15.0,2.0,7.0,2.0,4.0,10.0,13.0,1.0,5.0,1.0,1.0
Magdeburg,Braunschweig,D2,2024,24/01/2025,D,1,1,1,0,H,15.0,8.0,4.0,2.0,10.0,6.0,9.0,13.0,0.0,0.0,0.0,0.0
FC Koln,Elversberg,D2,2024,25/01/2025,H,1,0,0,0,D,14.0,6.0,3.0,1.0,6.0,6.0,14.0,14.0,1.0,6.0,0.0,1.0
Karlsruhe,Fortuna Dusseldorf,D2,2024,25/01/2025,A,2,3,2,0,H,13.0,14.0,5.0,5.0,6.0,9.0,11.0,6.0,3.0,3.0,0.0,0.0
Schalke 04,Nurnberg,D2,2024,25/01/2025,H,3,1,3,1,H,12.0,16.0,4.0,6.0,1.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0
Hertha,Hamburg,D2,2024,25/01/2025,A,2,3,0,1,A,12.0,10.0,4.0,5.0,8.0,4.0,10.0,10.0,1.0,4.0,0.0,0.0
Darmstadt,Paderborn,D2,2024,26/01/2025,A,0,1,0,1,A,13.0,11.0,5.0,4.0,3.0,11.0,11.0,17.0,2.0,6.0,0.0,0.0
Hannover,Preußen Münster,D2,2024,26/01/2025,D,2,2,1,1,D,18.0,11.0,5.0,4.0,6.0,1.0,9.0,5.0,4.0,1.0,0.0,0.0
Ulm,Regensburg,D2,2024,26/01/2025,H,5,1,3,0,H,17.0,5.0,8.0,1.0,9.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0
Elversberg,Karlsruhe,D2,2024,31/01/2025,D,2,2,1,0,H,13.0,13.0,5.0,5.0,7.0,7.0,9.0,8.0,1.0,0.0,0.0,0.0
Nurnberg,Darmstadt,D2,2024,31/01/2025,H,1,0,0,0,D,13.0,11.0,5.0,1.0,6.0,1.0,11.0,8.0,3.0,1.0,0.0,0.0
Braunschweig,FC Koln,D2,2024,01/02/2025,A,1,2,1,2,A,14.0,14.0,4.0,6.0,10.0,4.0,11.0,8.0,4.0,2.0,0.0,0.0
Fortuna Dusseldorf,Ulm,D2,2024,01/02/2025,H,3,2,2,1,H,10.0,21.0,3.0,7.0,0.0,4.0,14.0,10.0,4.0,4.0,0.0,0.0
Regensburg,Hertha,D2,2024,01/02/2025,H,2,0,1,0,H,11.0,13.0,3.0,3.0,4.0,12.0,16.0,13.0,0.0,0.0,0.0,0.0
Schalke 04,Magdeburg,D2,2024,01/02/2025,A,2,5,0,2,A,18.0,18.0,9.0,11.0,5.0,6.0,9.0,7.0,4.0,1.0,0.0,0.0
Hamburg,Hannover,D2,2024,02/02/2025,D,2,2,1,0,H,19.0,16.0,4.0,4.0,6.0,3.0,11.0,17.0,4.0,2.0,0.0,0.0
Kaiserslautern,Preußen Münster,D2,2024,02/02/2025,H,2,1,0,0,D,14.0,18.0,4.0,5.0,4.0,4.0,16.0,14.0,1.0,6.0,0.0,0.0
Paderborn,Greuther Furth,D2,2024,02/02/2025,A,1,2,0,1,A,16.0,10.0,6.0,6.0,6.0,6.0,12.0,12.0,3.0,2.0,1.0,0.0
Greuther Furth,Regensburg,D2,2024,07/02/2025,H,2,1,2,1,H,19.0,12.0,4.0,2.0,9.0,3.0,10.0,14.0,1.0,3.0,0.0,0.0
Preußen Münster,Hamburg,D2,2024,07/02/2025,A,1,2,1,1,D,5.0,14.0,2.0,7.0,3.0,7.0,7.0,14.0,3.0,2.0,0.0,0.0
Darmstadt,Elversberg,D2,2024,08/02/2025,A,0,3,0,2,A,13.0,12.0,2.0,4.0,2.0,5.0,13.0,14.0,2.0,3.0,1.0,0.0
Magdeburg,Nurnberg,D2,2024,08/02/2025,A,3,4,1,3,A,22.0,10.0,8.0,5.0,10.0,2.0,12.0,9.0,1.0,3.0,0.0,0.0
Ulm,Paderborn,D2,2024,08/02/2025,A,0,2,0,0,D,7.0,9.0,3.0,5.0,4.0,5.0,6.0,20.0,1.0,4.0,1.0,0.0
Hertha,Kaiserslautern,D2,2024,08/02/2025,A,0,1,0,0,D,16.0,13.0,4.0,5.0,6.0,7.0,17.0,17.0,0.0,0.0,0.0,0.0
FC Koln,Schalke 04,D2,2024,09/02/2025,H,1,0,1,0,H,12.0,11.0,3.0,2.0,4.0,4.0,14.0,6.0,3.0,0.0,0.0,0.0
Hannover,Fortuna Dusseldorf,D2,2024,09/02/2025,D,1,1,1,1,D,16.0,5.0,3.0,2.0,6.0,1.0,10.0,14.0,1.0,3.0,0.0,0.0
Karlsruhe,Braunschweig,D2,2024,09/02/2025,A,0,2,0,1,A,28.0,12.0,4.0,6.0,10.0,5.0,13.0,14.0,0.0,0.0,0.0,0.0
Magdeburg,FC Koln,D2,2024,14/02/2025,H,3,0,0,0,D,10.0,14.0,5.0,5.0,3.0,14.0,7.0,11.0,0.0,2.0,0.0,0.0
Paderborn,Preußen Münster,D2,2024,14/02/2025,H,2,0,0,0,D,15.0,10.0,5.0,2.0,9.0,1.0,11.0,17.0,1.0,3.0,0.0,0.0
Braunschweig,Darmstadt,D2,2024,15/02/2025,H,1,0,0,0,D,12.0,12.0,9.0,1.0,3.0,1.0,12.0,17.0,3.0,7.0,0.0,1.0
Elversberg,Greuther Furth,D2,2024,15/02/2025,H,2,0,2,0,H,10.0,9.0,5.0,2.0,6.0,3.0,13.0,7.0,2.0,2.0,1.0,0.0
Kaiserslautern,Hannover,D2,2024,15/02/2025,D,0,0,0,0,D,17.0,24.0,5.0,7.0,2.0,9.0,10.0,16.0,2.0,2.0,0.0,0.0
Fortuna Dusseldorf,Hertha,D2,2024,15/02/2025,H,2,1,0,1,A,9.0,21.0,4.0,3.0,4.0,7.0,9.0,10.0,1.0,0.0,0.0,0.0
Nurnberg,Ulm,D2,2024,16/02/2025,H,2,0,0,0,D,18.0,7.0,6.0,1.0,11.0,5.0,14.0,9.0,0.0,0.0,0.0,0.0
Regensburg,Hamburg,D2,2024,16/02/2025,D,1,1,1,0,H,15.0,14.0,4.0,6.0,9.0,7.0,19.0,15.0,1.0,5.0,0.0,1.0
Schalke 04,Karlsruhe,D2,2024,16/02/2025,H,2,1,2,1,H,20.0,14.0,4.0,4.0,7.0,4.0,11.0,8.0,1.0,1.0,0.0,0.0
Hamburg,Kaiserslautern,D2,2024,21/02/2025,H,3,0,1,0,H,15.0,13.0,8.0,2.0,11.0,2.0,11.0,7.0,1.0,1.0,0.0,0.0
Hertha,Nurnberg,D2,2024,21/02/2025,D,0,0,0,0,D,16.0,4.0,3.0,3.0,6.0,4.0,20.0,9.0,2.0,2.0,0.0,0.0
Karlsruhe,Magdeburg,D2,2024,22/02/2025,H,3,1,1,1,D,7.0,14.0,4.0,4.0,3.0,6.0,18.0,15.0,1.0,4.0,0.0,1.0
Preußen Münster,Regensburg,D2,2024,22/02/2025,H,2,0,1,0,H,14.0,8.0,4.0,2.0,4.0,3.0,20.0,11.0,6.0,3.0,0.0,0.0
Ulm,Elversberg,D2,2024,22/02/2025,D,0,0,0,0,D,14.0,11.0,1.0,5.0,4.0,4.0,13.0,11.0,4.0,3.0,0.0,0.0
Hannover,Paderborn,D2,2024,22/02/2025,D,1,1,1,0,H,7.0,17.0,1.0,6.0,4.0,6.0,16.0,19.0,3.0,0.0,1.0,0.0
Darmstadt,Schalke 04,D2,2024,23/02/2025,H,2,0,2,0,H,12.0,5.0,3.0,2.0,3.0,11.0,13.0,15.0,4.0,5.0,0.0,1.0
FC Koln,Fortuna Dusseldorf,D2,2024,23/02/2025,D,1,1,0,0,D,16.0,10.0,4.0,3.0,7.0,0.0,13.0,7.0,2.0,4.0,0.0,0.0
Greuther Furth,Braunschweig,D2,2024,23/02/2025,H,3,0,1,0,H,19.0,8.0,7.0,2.0,3.0,5.0,5.0,10.0,4.0,3.0,0.0,0.0
Fortuna Dusseldorf,Greuther Furth,D2,2024,28/02/2025,A,1,2,1,1,D,8.0,11.0,3.0,5.0,6.0,4.0,10.0,5.0,3.0,1.0,0.0,0.0
Schalke 04,Preußen Münster,D2,2024,28/02/2025,H,1,0,0,0,D,16.0,13.0,6.0,5.0,10.0,7.0,10.0,8.0,1.0,1.0,0.0,0.0
Braunschweig,Ulm,D2,2024,01/03/2025,D,1,1,0,1,A,18.0,11.0,2.0,4.0,8.0,4.0,18.0,14.0,2.0,4.0,0.0,0.0
Kaiserslautern,Regensburg,D2,2024,01/03/2025,H,3,0,0,0,D,18.0,17.0,11.0,5.0,7.0,7.0,11.0,15.0,1.0,4.0,0.0,0.0
Nurnberg,Hannover,D2,2024,01/03/2025,A,1,2,1,1,D,9.0,12.0,1.0,5.0,4.0,2.0,13.0,26.0,2.0,5.0,0.0,0.0
Karlsruhe,FC Koln,D2,2024,01/03/2025,H,1,0,0,0,D,6.0,11.0,1.0,5.0,3.0,2.0,16.0,15.0,4.0,3.0,0.0,0.0
Elversberg,Hertha,D2,2024,02/03/2025,H,4,0,4,0,H,11.0,7.0,5.0,3.0,7.0,6.0,7.0,18.0,0.0,1.0,0.0,0.0
Magdeburg,Darmstadt,D2,2024,02/03/2025,H,4,1,0,1,A,17.0,14.0,10.0,6.0,12.0,4.0,14.0,12.0,1.0,4.0,0.0,0.0
Paderborn,Hamburg,D2,2024,02/03/2025,H,2,0,1,0,H,15.0,15.0,5.0,4.0,9.0,3.0,13.0,11.0,2.0,1.0,0.0,0.0
Darmstadt,Karlsruhe,D2,2024,07/03/2025,H,3,0,1,0,H,24.0,7.0,12.0,2.0,2.0,3.0,6.0,10.0,0.0,2.0,0.0,0.0
Kaiserslautern,Elversberg,D2,2024,07/03/2025,D,1,1,1,0,H,12.0,14.0,4.0,6.0,7.0,3.0,15.0,15.0,4.0,2.0,0.0,0.0
Greuther Furth,Magdeburg,D2,2024,08/03/2025,D,1,1,1,1,D,9.0,12.0,2.0,3.0,1.0,9.0,9.0,10.0,2.0,2.0,0.0,0.0
Hertha,Schalke 04,D2,2024,08/03/2025,A,1,2,0,1,A,15.0,8.0,5.0,3.0,3.0,5.0,13.0,4.0,2.0,3.0,0.0,0.0
Ulm,FC Koln,D2,2024,08/03/2025,A,0,1,0,0,D,15.0,13.0,1.0,3.0,3.0,7.0,9.0,11.0,0.0,1.0,0.0,0.0
Hamburg,Fortuna Dusseldorf,D2,2024,08/03/2025,H,4,1,2,1,H,18.0,9.0,9.0,1.0,8.0,3.0,11.0,9.0,1.0,4.0,0.0,0.0
Hannover,Braunschweig,D2,2024,09/03/2025,D,1,1,0,0,D,15.0,13.0,3.0,7.0,5.0,10.0,12.0,11.0,2.0,3.0,0.0,0.0
Preußen Münster,Nurnberg,D2,2024,09/03/2025,A,0,1,0,0,D,22.0,14.0,5.0,6.0,5.0,3.0,19.0,12.0,4.0,1.0,0.0,0.0
Regensburg,Paderborn,D2,2024,09/03/2025,D,0,0,0,0,D,5.0,13.0,0.0,3.0,3.0,10.0,19.0,17.0,3.0,2.0,0.0,0.0
Magdeburg,Hamburg,D2,2024,14/03/2025,A,0,3,0,2,A,16.0,14.0,2.0,6.0,3.0,3.0,6.0,8.0,1.0,2.0,0.0,0.0
Schalke 04,Hannover,D2,2024,14/03/2025,A,1,2,1,0,H,10.0,12.0,4.0,4.0,5.0,7.0,16.0,9.0,2.0,3.0,0.0,0.0
Elversberg,Preußen Münster,D2,2024,15/03/2025,A,0,1,0,0,D,17.0,6.0,4.0,1.0,4.0,2.0,10.0,16.0,0.0,3.0,0.0,0.0
Fortuna Dusseldorf,Regensburg,D2,2024,15/03/2025,H,1,0,1,0,H,17.0,10.0,8.0,0.0,5.0,4.0,14.0,17.0,1.0,1.0,0.0,0.0
Paderborn,Kaiserslautern,D2,2024,15/03/2025,H,5,3,3,2,H,12.0,14.0,7.0,5.0,4.0,5.0,16.0,12.0,3.0,2.0,0.0,0.0
FC Koln,Darmstadt,D2,2024,15/03/2025,H,2,1,1,1,D,20.0,9.0,6.0,5.0,6.0,3.0,13.0,12.0,1.0,3.0,0.0,1.0
Braunschweig,Hertha,D2,2024,16/03/2025,A,1,5,0,3,A,14.0,14.0,3.0,12.0,4.0,3.0,8.0,11.0,0.0,1.0,0.0,0.0
Karlsruhe,Ulm,D2,2024,16/03/2025,D,0,0,0,0,D,17.0,14.0,5.0,3.0,4.0,2.0,13.0,14.0,1.0,3.0,0.0,0.0
Nurnberg,Greuther Furth,D2,2024,16/03/2025,H,3,0,3,0,H,6.0,7.0,5.0,1.0,1.0,6.0,12.0,10.0,3.0,2.0,0.0,0.0
Hamburg,Elversberg,D2,2024,28/03/2025,D,0,0,0,0,D,15.0,14.0,3.0,3.0,8.0,4.0,12.0,10.0,0.0,3.0,0.0,0.0
Ulm,Darmstadt,D2,2024,28/03/2025,H,2,1,0,0,D,12.0,19.0,4.0,7.0,5.0,4.0,13.0,12.0,5.0,1.0,0.0,0.0
Hannover,Magdeburg,D2,2024,29/03/2025,D,0,0,0,0,D,14.0,13.0,3.0,4.0,12.0,4.0,9.0,14.0,0.0,2.0,0.0,0.0
Hertha,Karlsruhe,D2,2024,29/03/2025,H,3,1,1,0,H,14.0,12.0,4.0,2.0,4.0,5.0,7.0,12.0,3.0,5.0,0.0,0.0
Paderborn,FC Koln,D2,2024,29/03/2025,A,1,2,1,1,D,23.0,18.0,8.0,7.0,6.0,6.0,14.0,12.0,3.0,1.0,0.0,0.0
Kaiserslautern,Fortuna Dusseldorf,D2,2024,29/03/2025,H,3,1,1,0,H,13.0,8.0,7.0,4.0,5.0,5.0,13.0,13.0,2.0,5.0,0.0,0.0
Greuther Furth,Schalke 04,D2,2024,30/03/2025,D,3,3,2,1,H,13.0,12.0,8.0,5.0,4.0,6.0,11.0,10.0,2.0,3.0,0.0,0.0
Preußen Münster,Braunschweig,D2,2024,30/03/2025,D,1,1,1,1,D,14.0,9.0,2.0,2.0,4.0,3.0,16.0,14.0,4.0,2.0,0.0,0.0
Regensburg,Nurnberg,D2,2024,30/03/2025,H,2,1,0,1,A,8.0,13.0,3.0,4.0,3.0,6.0,21.0,14.0,3.0,3.0,0.0,0.0
Braunschweig,Paderborn,D2,2024,04/04/2025,H,3,2,1,1,D,10.0,20.0,5.0,6.0,0.0,4.0,9.0,9.0,1.0,2.0,0.0,0.0
Karlsruhe,Hannover,D2,2024,04/04/2025,H,1,0,0,0,D,13.0,17.0,4.0,1.0,5.0,6.0,12.0,14.0,4.0,1.0,0.0,0.0
Darmstadt,Greuther Furth,D2,2024,05/04/2025,H,1,0,0,0,D,14.0,5.0,4.0,1.0,6.0,3.0,9.0,14.0,0.0,1.0,0.0,0.0
Fortuna Dusseldorf,Preußen Münster,D2,2024,05/04/2025,H,1,0,1,0,H,11.0,24.0,4.0,4.0,5.0,7.0,15.0,13.0,2.0,1.0,1.0,0.0
Nurnberg,Hamburg,D2,2024,05/04/2025,A,0,3,0,2,A,9.0,24.0,3.0,8.0,7.0,7.0,5.0,10.0,4.0,2.0,1.0,0.0
FC Koln,Hertha,D2,2024,05/04/2025,A,0,1,0,0,D,15.0,17.0,4.0,5.0,7.0,5.0,11.0,8.0,1.0,4.0,0.0,0.0
Elversberg,Regensburg,D2,2024,06/04/2025,H,6,0,3,0,H,14.0,11.0,7.0,4.0,0.0,4.0,7.0,22.0,2.0,3.0,0.0,0.0
Magdeburg,Kaiserslautern,D2,2024,06/04/2025,H,2,0,2,0,H,7.0,17.0,4.0,2.0,3.0,5.0,18.0,13.0,3.0,1.0,0.0,0.0
Schalke 04,Ulm,D2,2024,06/04/2025,H,2,1,0,1,A,17.0,13.0,4.0,5.0,4.0,2.0,15.0,10.0,3.0,0.0,1.0,0.0
Greuther Furth,FC Koln,D2,2024,11/04/2025,D,1,1,1,1,D,16.0,14.0,7.0,5.0,5.0,5.0,18.0,15.0,1.0,6.0,0.0,0.0
Hamburg,Braunschweig,D2,2024,11/04/2025,A,2,4,0,2,A,11.0,16.0,5.0,5.0,5.0,4.0,15.0,7.0,3.0,4.0,0.0,0.0
Hannover,Elversberg,D2,2024,12/04/2025,A,1,3,1,0,H,11.0,22.0,3.0,5.0,5.0,5.0,9.0,12.0,1.0,3.0,0.0,0.0
Hertha,Darmstadt,D2,2024,12/04/2025,D,1,1,0,0,D,8.0,12.0,1.0,4.0,6.0,5.0,13.0,11.0,2.0,3.0,0.0,0.0
Ulm,Magdeburg,D2,2024,12/04/2025,H,1,0,1,0,H,7.0,14.0,4.0,3.0,5.0,3.0,16.0,9.0,3.0,2.0,0.0,0.0
Kaiserslautern,Nurnberg,D2,2024,12/04/2025,A,1,2,0,1,A,25.0,5.0,12.0,3.0,12.0,2.0,14.0,12.0,2.0,5.0,0.0,0.0
Paderborn,Fortuna Dusseldorf,D2,2024,13/04/2025,A,1,2,0,1,A,23.0,8.0,7.0,4.0,4.0,2.0,12.0,7.0,2.0,3.0,1.0,0.0
Preußen Münster,Karlsruhe,D2,2024,13/04/2025,D,1,1,0,1,A,11.0,12.0,5.0,6.0,8.0,6.0,18.0,11.0,5.0,1.0,0.0,0.0
Regensburg,Schalke 04,D2,2024,13/04/2025,H,2,0,1,0,H,10.0,12.0,6.0,1.0,4.0,8.0,12.0,11.0,2.0,4.0,0.0,0.0
Braunschweig,Kaiserslautern,D2,2024,19/04/2025,H,2,0,0,0,D,19.0,13.0,5.0,2.0,6.0,3.0,13.0,12.0,5.0,3.0,0.0,0.0
Elversberg,Fortuna Dusseldorf,D2,2024,19/04/2025,D,1,1,0,0,D,25.0,5.0,6.0,2.0,7.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0
Nurnberg,Paderborn,D2,2024,19/04/2025,A,2,3,1,1,D,3.0,16.0,2.0,6.0,3.0,7.0,10.0,17.0,3.0,4.0,0.0,0.0
Schalke 04,Hamburg,D2,2024,19/04/2025,D,2,2,1,2,A,12.0,26.0,3.0,12.0,4.0,2.0,8.0,12.0,3.0,3.0,1.0,0.0
Darmstadt,Hannover,D2,2024,20/04/2025,H,3,1,1,0,H,12.0,13.0,7.0,5.0,4.0,8.0,14.0,15.0,2.0,4.0,0.0,0.0
FC Koln,Preußen Münster,D2,2024,20/04/2025,H,3,1,2,1,H,19.0,9.0,7.0,4.0,5.0,12.0,15.0,13.0,1.0,1.0,0.0,0.0
Karlsruhe,Greuther Furth,D2,2024,20/04/2025,H,1,0,0,0,D,8.0,13.0,4.0,2.0,4.0,5.0,17.0,13.0,3.0,2.0,0.0,0.0
Magdeburg,Regensburg,D2,2024,20/04/2025,H,3,0,1,0,H,12.0,15.0,6.0,5.0,5.0,6.0,11.0,14.0,1.0,3.0,0.0,0.0
Ulm,Hertha,D2,2024,20/04/2025,A,2,3,1,0,H,10.0,13.0,3.0,4.0,10.0,3.0,16.0,11.0,2.0,3.0,0.0,0.0
Greuther Furth,Ulm,D2,2024,25/04/2025,A,0,1,0,0,D,15.0,14.0,5.0,3.0,7.0,4.0,11.0,17.0,2.0,2.0,0.0,0.0
Hertha,Magdeburg,D2,2024,25/04/2025,D,1,1,1,1,D,11.0,19.0,5.0,6.0,4.0,4.0,15.0,8.0,3.0,2.0,0.0,0.0
Paderborn,Elversberg,D2,2024,26/04/2025,D,1,1,0,0,D,8.0,15.0,2.0,4.0,2.0,7.0,12.0,13.0,1.0,2.0,0.0,0.0
Preußen Münster,Darmstadt,D2,2024,26/04/2025,D,1,1,0,1,A,13.0,11.0,3.0,4.0,2.0,5.0,13.0,6.0,4.0,3.0,0.0,0.0
Regensburg,Braunschweig,D2,2024,26/04/2025,D,1,1,1,1,D,7.0,8.0,4.0,4.0,7.0,1.0,12.0,11.0,1.0,2.0,0.0,0.0
Fortuna Dusseldorf,Nurnberg,D2,2024,26/04/2025,D,3,3,0,2,A,23.0,8.0,10.0,4.0,7.0,0.0,3.0,10.0,1.0,3.0,0.0,0.0
Hamburg,Karlsruhe,D2,2024,27/04/2025,A,1,2,1,2,A,13.0,11.0,5.0,4.0,4.0,1.0,15.0,14.0,1.0,5.0,0.0,0.0
Hannover,FC Koln,D2,2024,27/04/2025,H,1,0,0,0,D,17.0,10.0,6.0,1.0,5.0,4.0,16.0,15.0,5.0,4.0,0.0,1.0
Kaiserslautern,Schalke 04,D2,2024,27/04/2025,H,2,1,1,0,H,19.0,11.0,9.0,4.0,5.0,8.0,9.0,16.0,1.0,1.0,0.0,0.0
Magdeburg,Preußen Münster,D2,2024,02/05/2025,A,0,5,0,3,A,10.0,14.0,3.0,8.0,7.0,3.0,17.0,14.0,4.0,2.0,0.0,0.0
Schalke 04,Paderborn,D2,2024,02/05/2025,A,0,2,0,1,A,13.0,18.0,4.0,8.0,6.0,8.0,9.0,11.0,2.0,0.0,0.0,0.0
Braunschweig,Fortuna Dusseldorf,D2,2024,03/05/2025,D,2,2,1,0,H,13.0,10.0,5.0,5.0,4.0,3.0,11.0,8.0,1.0,2.0,0.0,0.0
Darmstadt,Hamburg,D2,2024,03/05/2025,A,0,4,0,1,A,21.0,10.0,2.0,6.0,4.0,5.0,9.0,21.0,3.0,3.0,0.0,0.0
Ulm,Hannover,D2,2024,03/05/2025,A,1,2,0,1,A,21.0,9.0,5.0,2.0,7.0,1.0,17.0,14.0,3.0,2.0,0.0,1.0
FC Koln,Regensburg,D2,2024,03/05/2025,D,1,1,0,0,D,22.0,5.0,5.0,4.0,8.0,1.0,9.0,18.0,0.0,1.0,0.0,0.0
Hertha,Greuther Furth,D2,2024,04/05/2025,H,1,0,1,0,H,11.0,13.0,3.0,1.0,8.0,3.0,15.0,13.0,2.0,1.0,0.0,0.0
Karlsruhe,Kaiserslautern,D2,2024,04/05/2025,D,2,2,1,1,D,18.0,15.0,8.0,8.0,8.0,5.0,5.0,12.0,1.0,1.0,0.0,0.0
Nurnberg,Elversberg,D2,2024,04/05/2025,A,1,3,1,0,H,12.0,10.0,2.0,5.0,2.0,4.0,13.0,16.0,5.0,1.0,0.0,0.0
Nurnberg,FC Koln,D2,2024,09/05/2025,A,1,2,0,0,D,5.0,23.0,1.0,4.0,0.0,8.0,11.0,7.0,4.0,1.0,0.0,0.0
Preußen Münster,Hertha,D2,2024,09/05/2025,H,2,0,1,0,H,12.0,8.0,3.0,1.0,2.0,7.0,16.0,13.0,4.0,1.0,0.0,1.0
Elversberg,Braunschweig,D2,2024,10/05/2025,H,3,0,3,0,H,20.0,7.0,8.0,0.0,8.0,1.0,6.0,12.0,0.0,2.0,0.0,0.0
Fortuna Dusseldorf,Schalke 04,D2,2024,10/05/2025,H,2,0,0,0,D,12.0,8.0,8.0,2.0,5.0,4.0,6.0,14.0,2.0,1.0,0.0,0.0
Paderborn,Magdeburg,D2,2024,10/05/2025,H,2,1,1,1,D,21.0,9.0,4.0,3.0,6.0,6.0,9.0,6.0,0.0,2.0,0.0,0.0
Hamburg,Ulm,D2,2024,10/05/2025,H,6,1,3,1,H,15.0,17.0,10.0,4.0,3.0,6.0,10.0,5.0,3.0,1.0,0.0,0.0
Hannover,Greuther Furth,D2,2024,11/05/2025,D,1,1,0,1,A,17.0,14.0,7.0,3.0,5.0,4.0,15.0,11.0,5.0,1.0,0.0,0.0
Kaiserslautern,Darmstadt,D2,2024,11/05/2025,H,2,1,2,1,H,17.0,14.0,6.0,4.0,3.0,11.0,8.0,15.0,2.0,3.0,0.0,0.0
Regensburg,Karlsruhe,D2,2024,11/05/2025,D,2,2,1,2,A,20.0,19.0,3.0,6.0,5.0,3.0,13.0,10.0,0.0,3.0,0.0,0.0
Braunschweig,Nurnberg,D2,2024,18/05/2025,A,1,4,0,4,A,12.0,17.0,2.0,9.0,6.0,7.0,9.0,2.0,1.0,1.0,0.0,0.0
Darmstadt,Regensburg,D2,2024,18/05/2025,H,3,1,0,1,A,15.0,17.0,5.0,4.0,6.0,7.0,13.0,10.0,2.0,0.0,0.0,0.0
FC Koln,Kaiserslautern,D2,2024,18/05/2025,H,4,0,2,0,H,20.0,8.0,10.0,4.0,6.0,5.0,10.0,13.0,0.0,2.0,0.0,0.0
Greuther Furth,Hamburg,D2,2024,18/05/2025,H,3,2,1,0,H,12.0,15.0,4.0,5.0,4.0,7.0,13.0,13.0,4.0,1.0,0.0,0.0
Hertha,Hannover,D2,2024,18/05/2025,D,1,1,1,1,D,18.0,12.0,6.0,5.0,12.0,3.0,12.0,11.0,1.0,2.0,0.0,0.0
Karlsruhe,Paderborn,D2,2024,18/05/2025,H,3,0,0,0,D,9.0,17.0,6.0,2.0,2.0,4.0,5.0,9.0,0.0,2.0,0.0,0.0
Magdeburg,Fortuna Dusseldorf,D2,2024,18/05/2025,H,4,2,0,1,A,14.0,9.0,7.0,4.0,1.0,3.0,6.0,9.0,2.0,3.0,0.0,0.0
Schalke 04,Elversberg,D2,2024,18/05/2025,A,1,2,0,1,A,14.0,7.0,2.0,2.0,7.0,1.0,14.0,8.0,2.0,2.0,0.0,0.0
Ulm,Preußen Münster,D2,2024,18/05/2025,D,2,2,1,0,H,7.0,12.0,3.0,7.0,0.0,6.0,12.0,12.0,1.0,5.0,0.0,0.0
Schalke 04,Hertha,D2,2025,01/08/2025,H,2,1,2,0,H,14.0,9.0,6.0,3.0,5.0,10.0,19.0,12.0,7.0,1.0,1.0,0.0
Darmstadt,Bochum,D2,2025,02/08/2025,H,4,1,2,1,H,20.0,10.0,7.0,3.0,5.0,8.0,12.0,14.0,2.0,3.0,0.0,0.0
Elversberg,Nurnberg,D2,2025,02/08/2025,H,1,0,0,0,D,12.0,11.0,4.0,4.0,2.0,4.0,16.0,23.0,2.0,3.0,0.0,0.0
Karlsruhe,Preußen Münster,D2,2025,02/08/2025,H,3,2,2,1,H,13.0,11.0,4.0,3.0,6.0,5.0,17.0,17.0,3.0,3.0,0.0,1.0
