HomeTeam,AwayTeam,Div,season,Date,FTR,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
St Pauli,Werder Bremen,D1,2024,14/12/2024,A,0,2,0.0,1.0,A,15.0,8.0,4.0,4.0,4.0,5.0,10.0,9.0,2.0,3.0,0.0,0.0
Heidenheim,Stuttgart,D1,2024,15/12/2024,A,1,3,1.0,2.0,A,9.0,18.0,2.0,7.0,9.0,6.0,25.0,13.0,4.0,3.0,0.0,0.0
Dortmund,Hoffenheim,D1,2024,15/12/2024,D,1,1,0.0,0.0,D,6.0,12.0,2.0,1.0,3.0,9.0,9.0,10.0,5.0,2.0,0.0,0.0
RB Leipzig,Ein Frankfurt,D1,2024,15/12/2024,H,2,1,1.0,1.0,D,19.0,16.0,9.0,3.0,6.0,7.0,15.0,10.0,1.0,3.0,0.0,0.0
Bayern Munich,RB Leipzig,D1,2024,20/12/2024,H,5,1,3.0,1.0,H,22.0,4.0,9.0,1.0,8.0,1.0,9.0,10.0,5.0,2.0,0.0,0.0
Ein Frankfurt,Mainz,D1,2024,21/12/2024,A,1,3,0.0,2.0,A,34.0,9.0,9.0,3.0,17.0,2.0,10.0,10.0,1.0,1.0,0.0,1.0
Hoffenheim,M'gladbach,D1,2024,21/12/2024,A,1,2,0.0,1.0,A,18.0,5.0,8.0,3.0,8.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0
Holstein Kiel,Augsburg,D1,2024,21/12/2024,H,5,1,4.0,1.0,H,8.0,17.0,6.0,4.0,3.0,8.0,11.0,13.0,0.0,4.0,0.0,0.0
Stuttgart,St Pauli,D1,2024,21/12/2024,A,0,1,0.0,1.0,A,25.0,11.0,5.0,5.0,9.0,1.0,10.0,11.0,2.0,2.0,0.0,0.0
Werder Bremen,Union Berlin,D1,2024,21/12/2024,H,4,1,3.0,1.0,H,11.0,16.0,6.0,4.0,4.0,9.0,9.0,12.0,2.0,2.0,0.0,0.0
Leverkusen,Freiburg,D1,2024,21/12/2024,H,5,1,1.0,0.0,H,20.0,8.0,12.0,2.0,4.0,2.0,8.0,9.0,1.0,2.0,0.0,0.0
Bochum,Heidenheim,D1,2024,22/12/2024,H,2,0,2.0,0.0,H,14.0,10.0,4.0,2.0,5.0,2.0,18.0,15.0,2.0,7.0,0.0,0.0
Wolfsburg,Dortmund,D1,2024,22/12/2024,A,1,3,0.0,3.0,A,14.0,12.0,5.0,4.0,10.0,4.0,8.0,8.0,3.0,2.0,0.0,1.0
Dortmund,Leverkusen,D1,2024,10/01/2025,A,2,3,1.0,3.0,A,12.0,7.0,5.0,5.0,6.0,1.0,8.0,6.0,1.0,2.0,0.0,0.0
Freiburg,Holstein Kiel,D1,2024,11/01/2025,H,3,2,2.0,0.0,H,14.0,14.0,5.0,7.0,7.0,1.0,9.0,12.0,2.0,3.0,0.0,0.0
Heidenheim,Union Berlin,D1,2024,11/01/2025,H,2,0,1.0,0.0,H,16.0,10.0,9.0,6.0,5.0,4.0,8.0,10.0,0.0,1.0,0.0,1.0
Hoffenheim,Wolfsburg,D1,2024,11/01/2025,A,0,1,0.0,1.0,A,15.0,12.0,2.0,3.0,4.0,8.0,15.0,14.0,1.0,2.0,0.0,0.0
Mainz,Bochum,D1,2024,11/01/2025,H,2,0,1.0,0.0,H,10.0,11.0,5.0,2.0,5.0,6.0,6.0,16.0,0.0,2.0,0.0,0.0
St Pauli,Ein Frankfurt,D1,2024,11/01/2025,A,0,1,0.0,1.0,A,18.0,14.0,4.0,6.0,3.0,3.0,8.0,7.0,0.0,3.0,0.0,0.0
M'gladbach,Bayern Munich,D1,2024,11/01/2025,A,0,1,0.0,0.0,D,5.0,23.0,0.0,10.0,4.0,10.0,10.0,7.0,3.0,1.0,0.0,0.0
RB Leipzig,Werder Bremen,D1,2024,12/01/2025,H,4,2,2.0,1.0,H,18.0,7.0,7.0,2.0,4.0,1.0,7.0,12.0,1.0,1.0,0.0,0.0
Augsburg,Stuttgart,D1,2024,12/01/2025,A,0,1,0.0,0.0,D,8.0,13.0,2.0,5.0,3.0,9.0,11.0,14.0,5.0,1.0,0.0,0.0
Holstein Kiel,Dortmund,D1,2024,14/01/2025,H,4,2,3.0,0.0,H,11.0,16.0,7.0,4.0,1.0,9.0,13.0,11.0,2.0,2.0,1.0,0.0
Ein Frankfurt,Freiburg,D1,2024,14/01/2025,H,4,1,1.0,1.0,D,23.0,7.0,8.0,5.0,8.0,1.0,8.0,11.0,1.0,1.0,0.0,0.0
Leverkusen,Mainz,D1,2024,14/01/2025,H,1,0,0.0,0.0,D,20.0,7.0,9.0,4.0,8.0,4.0,4.0,14.0,2.0,3.0,0.0,0.0
Wolfsburg,M'gladbach,D1,2024,14/01/2025,H,5,1,1.0,0.0,H,16.0,9.0,5.0,5.0,4.0,7.0,10.0,7.0,1.0,0.0,0.0,0.0
Bochum,St Pauli,D1,2024,15/01/2025,H,1,0,0.0,0.0,D,13.0,12.0,5.0,1.0,6.0,7.0,7.0,15.0,1.0,3.0,0.0,1.0
Bayern Munich,Hoffenheim,D1,2024,15/01/2025,H,5,0,3.0,0.0,H,25.0,5.0,10.0,2.0,13.0,1.0,8.0,10.0,1.0,1.0,0.0,0.0
Stuttgart,RB Leipzig,D1,2024,15/01/2025,H,2,1,0.0,1.0,A,14.0,6.0,6.0,3.0,5.0,0.0,10.0,19.0,2.0,7.0,0.0,2.0
Union Berlin,Augsburg,D1,2024,15/01/2025,A,0,2,0.0,2.0,A,13.0,11.0,2.0,5.0,7.0,4.0,15.0,9.0,1.0,2.0,0.0,0.0
Werder Bremen,Heidenheim,D1,2024,15/01/2025,D,3,3,1.0,1.0,D,12.0,14.0,5.0,5.0,4.0,2.0,10.0,15.0,5.0,3.0,0.0,0.0
Ein Frankfurt,Dortmund,D1,2024,17/01/2025,H,2,0,1.0,0.0,H,13.0,12.0,5.0,3.0,5.0,7.0,8.0,6.0,0.0,2.0,0.0,0.0
Bayern Munich,Wolfsburg,D1,2024,18/01/2025,H,3,2,2.0,1.0,H,25.0,7.0,10.0,3.0,6.0,2.0,10.0,9.0,2.0,3.0,0.0,0.0
Bochum,RB Leipzig,D1,2024,18/01/2025,D,3,3,0.0,3.0,A,14.0,11.0,3.0,3.0,6.0,3.0,14.0,7.0,4.0,0.0,0.0,0.0
Heidenheim,St Pauli,D1,2024,18/01/2025,A,0,2,0.0,1.0,A,8.0,7.0,1.0,4.0,4.0,4.0,11.0,17.0,1.0,2.0,0.0,0.0
Holstein Kiel,Hoffenheim,D1,2024,18/01/2025,A,1,3,0.0,2.0,A,12.0,11.0,3.0,6.0,4.0,3.0,13.0,14.0,2.0,1.0,0.0,0.0
Stuttgart,Freiburg,D1,2024,18/01/2025,H,4,0,3.0,0.0,H,12.0,4.0,7.0,0.0,4.0,1.0,8.0,12.0,5.0,3.0,0.0,0.0
Leverkusen,M'gladbach,D1,2024,18/01/2025,H,3,1,1.0,0.0,H,10.0,7.0,5.0,4.0,7.0,6.0,12.0,10.0,0.0,2.0,0.0,0.0
Union Berlin,Mainz,D1,2024,19/01/2025,H,2,1,2.0,1.0,H,12.0,9.0,4.0,1.0,2.0,2.0,12.0,10.0,2.0,2.0,0.0,0.0
Werder Bremen,Augsburg,D1,2024,19/01/2025,A,0,2,0.0,2.0,A,20.0,9.0,2.0,4.0,6.0,2.0,8.0,14.0,1.0,2.0,0.0,0.0
Wolfsburg,Holstein Kiel,D1,2024,24/01/2025,D,2,2,0.0,1.0,A,22.0,5.0,5.0,2.0,10.0,3.0,9.0,10.0,2.0,4.0,0.0,0.0
Augsburg,Heidenheim,D1,2024,25/01/2025,H,2,1,1.0,0.0,H,11.0,11.0,7.0,6.0,6.0,4.0,8.0,9.0,1.0,0.0,0.0,0.0
Dortmund,Werder Bremen,D1,2024,25/01/2025,D,2,2,1.0,0.0,H,8.0,13.0,4.0,4.0,5.0,5.0,11.0,15.0,1.0,4.0,1.0,0.0
Freiburg,Bayern Munich,D1,2024,25/01/2025,A,1,2,0.0,1.0,A,7.0,7.0,2.0,3.0,2.0,4.0,15.0,9.0,4.0,2.0,0.0,0.0
Mainz,Stuttgart,D1,2024,25/01/2025,H,2,0,1.0,0.0,H,11.0,10.0,4.0,5.0,9.0,2.0,12.0,8.0,4.0,3.0,0.0,0.0
RB Leipzig,Leverkusen,D1,2024,25/01/2025,D,2,2,1.0,2.0,A,8.0,13.0,4.0,7.0,7.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0
M'gladbach,Bochum,D1,2024,25/01/2025,H,3,0,1.0,0.0,H,16.0,10.0,6.0,4.0,8.0,7.0,6.0,15.0,1.0,3.0,0.0,0.0
Hoffenheim,Ein Frankfurt,D1,2024,26/01/2025,D,2,2,0.0,1.0,A,24.0,12.0,8.0,7.0,9.0,3.0,16.0,8.0,3.0,0.0,0.0,0.0
St Pauli,Union Berlin,D1,2024,26/01/2025,H,3,0,1.0,0.0,H,16.0,14.0,5.0,2.0,5.0,7.0,6.0,15.0,0.0,3.0,0.0,0.0
Werder Bremen,Mainz,D1,2024,31/01/2025,H,1,0,1.0,0.0,H,12.0,13.0,5.0,2.0,3.0,8.0,14.0,13.0,8.0,4.0,3.0,0.0
Bayern Munich,Holstein Kiel,D1,2024,01/02/2025,H,4,3,2.0,0.0,H,29.0,10.0,12.0,6.0,12.0,1.0,7.0,10.0,1.0,1.0,0.0,0.0
Bochum,Freiburg,D1,2024,01/02/2025,A,0,1,0.0,1.0,A,22.0,13.0,4.0,5.0,9.0,7.0,15.0,10.0,3.0,2.0,0.0,0.0
Heidenheim,Dortmund,D1,2024,01/02/2025,A,1,2,0.0,1.0,A,11.0,16.0,5.0,5.0,4.0,5.0,11.0,9.0,0.0,0.0,0.0,0.0
St Pauli,Augsburg,D1,2024,01/02/2025,D,1,1,1.0,0.0,H,5.0,2.0,1.0,1.0,3.0,1.0,16.0,18.0,1.0,3.0,0.0,0.0
Stuttgart,M'gladbach,D1,2024,01/02/2025,A,1,2,0.0,1.0,A,10.0,12.0,3.0,6.0,2.0,0.0,11.0,11.0,2.0,2.0,0.0,0.0
Union Berlin,RB Leipzig,D1,2024,01/02/2025,D,0,0,0.0,0.0,D,21.0,6.0,6.0,2.0,4.0,5.0,5.0,12.0,3.0,2.0,0.0,0.0
Ein Frankfurt,Wolfsburg,D1,2024,02/02/2025,D,1,1,0.0,0.0,D,16.0,11.0,4.0,2.0,9.0,1.0,8.0,8.0,1.0,3.0,0.0,0.0
Leverkusen,Hoffenheim,D1,2024,02/02/2025,H,3,1,2.0,0.0,H,9.0,16.0,5.0,7.0,3.0,3.0,14.0,7.0,4.0,3.0,1.0,0.0
Bayern Munich,Werder Bremen,D1,2024,07/02/2025,H,3,0,0.0,0.0,D,21.0,2.0,12.0,0.0,5.0,2.0,9.0,8.0,1.0,3.0,0.0,0.0
Dortmund,Stuttgart,D1,2024,08/02/2025,A,1,2,0.0,0.0,D,16.0,4.0,5.0,2.0,9.0,4.0,13.0,14.0,5.0,2.0,1.0,0.0
Freiburg,Heidenheim,D1,2024,08/02/2025,H,1,0,1.0,0.0,H,9.0,11.0,3.0,5.0,6.0,3.0,11.0,8.0,3.0,1.0,0.0,0.0
Hoffenheim,Union Berlin,D1,2024,08/02/2025,A,0,4,0.0,1.0,A,16.0,22.0,4.0,7.0,8.0,4.0,9.0,16.0,2.0,1.0,0.0,0.0
Mainz,Augsburg,D1,2024,08/02/2025,D,0,0,0.0,0.0,D,9.0,9.0,5.0,2.0,1.0,3.0,12.0,9.0,3.0,3.0,0.0,0.0
Wolfsburg,Leverkusen,D1,2024,08/02/2025,D,0,0,0.0,0.0,D,13.0,15.0,8.0,1.0,3.0,9.0,7.0,8.0,2.0,3.0,0.0,0.0
M'gladbach,Ein Frankfurt,D1,2024,08/02/2025,D,1,1,1.0,1.0,D,8.0,15.0,3.0,7.0,6.0,1.0,10.0,9.0,3.0,3.0,0.0,0.0
Holstein Kiel,Bochum,D1,2024,09/02/2025,D,2,2,1.0,2.0,A,10.0,21.0,3.0,6.0,3.0,5.0,11.0,17.0,2.0,2.0,0.0,0.0
RB Leipzig,St Pauli,D1,2024,09/02/2025,H,2,0,2.0,0.0,H,11.0,7.0,6.0,4.0,5.0,4.0,12.0,8.0,2.0,2.0,1.0,0.0
Augsburg,RB Leipzig,D1,2024,14/02/2025,D,0,0,0.0,0.0,D,11.0,14.0,2.0,4.0,8.0,9.0,12.0,12.0,2.0,1.0,0.0,0.0
Bochum,Dortmund,D1,2024,15/02/2025,H,2,0,2.0,0.0,H,18.0,17.0,9.0,2.0,2.0,8.0,12.0,4.0,1.0,0.0,0.0,0.0
St Pauli,Freiburg,D1,2024,15/02/2025,A,0,1,0.0,0.0,D,5.0,6.0,1.0,4.0,2.0,6.0,10.0,10.0,1.0,0.0,0.0,0.0
Stuttgart,Wolfsburg,D1,2024,15/02/2025,A,1,2,0.0,0.0,D,10.0,7.0,4.0,3.0,7.0,5.0,10.0,15.0,3.0,4.0,0.0,0.0
Union Berlin,M'gladbach,D1,2024,15/02/2025,A,1,2,0.0,2.0,A,18.0,9.0,3.0,5.0,4.0,5.0,9.0,8.0,0.0,1.0,0.0,0.0
Leverkusen,Bayern Munich,D1,2024,15/02/2025,D,0,0,0.0,0.0,D,15.0,2.0,3.0,0.0,6.0,0.0,16.0,13.0,2.0,3.0,0.0,0.0
Werder Bremen,Hoffenheim,D1,2024,16/02/2025,A,1,3,1.0,2.0,A,14.0,16.0,1.0,7.0,6.0,4.0,14.0,12.0,2.0,3.0,0.0,0.0
Ein Frankfurt,Holstein Kiel,D1,2024,16/02/2025,H,3,1,2.0,0.0,H,20.0,10.0,9.0,4.0,4.0,6.0,16.0,10.0,2.0,0.0,0.0,0.0
Heidenheim,Mainz,D1,2024,16/02/2025,A,0,2,0.0,1.0,A,12.0,6.0,3.0,5.0,8.0,4.0,9.0,16.0,1.0,3.0,0.0,0.0
Freiburg,Werder Bremen,D1,2024,21/02/2025,H,5,0,2.0,0.0,H,13.0,9.0,8.0,3.0,3.0,7.0,14.0,8.0,3.0,0.0,0.0,0.0
Holstein Kiel,Leverkusen,D1,2024,22/02/2025,A,0,2,0.0,2.0,A,4.0,18.0,3.0,8.0,5.0,11.0,11.0,10.0,4.0,1.0,0.0,0.0
Mainz,St Pauli,D1,2024,22/02/2025,H,2,0,0.0,0.0,D,10.0,12.0,5.0,0.0,6.0,5.0,9.0,10.0,3.0,3.0,0.0,0.0
M'gladbach,Augsburg,D1,2024,22/02/2025,A,0,3,0.0,0.0,D,8.0,17.0,5.0,4.0,2.0,4.0,10.0,9.0,3.0,2.0,1.0,0.0
Wolfsburg,Bochum,D1,2024,22/02/2025,D,1,1,0.0,0.0,D,13.0,11.0,6.0,5.0,3.0,5.0,8.0,15.0,2.0,3.0,0.0,0.0
Dortmund,Union Berlin,D1,2024,22/02/2025,H,6,0,2.0,0.0,H,24.0,6.0,8.0,1.0,5.0,3.0,10.0,11.0,2.0,2.0,0.0,0.0
RB Leipzig,Heidenheim,D1,2024,23/02/2025,D,2,2,1.0,2.0,A,17.0,4.0,6.0,2.0,7.0,4.0,15.0,15.0,3.0,3.0,0.0,0.0
Bayern Munich,Ein Frankfurt,D1,2024,23/02/2025,H,4,0,1.0,0.0,H,19.0,7.0,12.0,2.0,4.0,1.0,8.0,7.0,1.0,1.0,0.0,0.0
Hoffenheim,Stuttgart,D1,2024,23/02/2025,D,1,1,0.0,1.0,A,9.0,14.0,2.0,7.0,4.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0
Stuttgart,Bayern Munich,D1,2024,28/02/2025,A,1,3,1.0,1.0,D,12.0,17.0,3.0,8.0,4.0,6.0,12.0,13.0,5.0,3.0,0.0,0.0
Bochum,Hoffenheim,D1,2024,01/03/2025,A,0,1,0.0,0.0,D,12.0,10.0,3.0,2.0,8.0,5.0,16.0,17.0,0.0,1.0,0.0,0.0
Heidenheim,M'gladbach,D1,2024,01/03/2025,A,0,3,0.0,2.0,A,20.0,13.0,5.0,5.0,6.0,2.0,9.0,15.0,2.0,3.0,0.0,0.0
RB Leipzig,Mainz,D1,2024,01/03/2025,A,1,2,1.0,0.0,H,13.0,15.0,4.0,3.0,7.0,1.0,8.0,15.0,1.0,1.0,0.0,0.0
St Pauli,Dortmund,D1,2024,01/03/2025,A,0,2,0.0,0.0,D,7.0,14.0,1.0,3.0,7.0,1.0,11.0,13.0,1.0,2.0,0.0,0.0
Werder Bremen,Wolfsburg,D1,2024,01/03/2025,A,1,2,0.0,1.0,A,15.0,9.0,7.0,3.0,8.0,2.0,13.0,9.0,2.0,0.0,0.0,0.0
Ein Frankfurt,Leverkusen,D1,2024,01/03/2025,A,1,4,1.0,3.0,A,7.0,20.0,3.0,9.0,2.0,6.0,9.0,7.0,1.0,1.0,0.0,0.0
Union Berlin,Holstein Kiel,D1,2024,02/03/2025,A,0,1,0.0,1.0,A,14.0,10.0,3.0,3.0,11.0,3.0,16.0,12.0,4.0,0.0,0.0,0.0
Augsburg,Freiburg,D1,2024,02/03/2025,D,0,0,0.0,0.0,D,13.0,7.0,5.0,3.0,5.0,2.0,13.0,9.0,1.0,1.0,0.0,0.0
M'gladbach,Mainz,D1,2024,07/03/2025,A,1,3,0.0,1.0,A,12.0,16.0,4.0,8.0,4.0,3.0,6.0,6.0,0.0,1.0,0.0,0.0
Bayern Munich,Bochum,D1,2024,08/03/2025,A,2,3,2.0,1.0,H,14.0,8.0,5.0,5.0,9.0,3.0,7.0,14.0,0.0,6.0,1.0,0.0
Dortmund,Augsburg,D1,2024,08/03/2025,A,0,1,0.0,1.0,A,14.0,6.0,1.0,1.0,12.0,3.0,6.0,12.0,1.0,4.0,0.0,0.0
Holstein Kiel,Stuttgart,D1,2024,08/03/2025,D,2,2,1.0,1.0,D,17.0,5.0,5.0,2.0,3.0,1.0,8.0,9.0,1.0,2.0,1.0,0.0
Leverkusen,Werder Bremen,D1,2024,08/03/2025,A,0,2,0.0,1.0,A,18.0,11.0,4.0,7.0,10.0,3.0,12.0,10.0,4.0,4.0,0.0,0.0
Wolfsburg,St Pauli,D1,2024,08/03/2025,D,1,1,0.0,1.0,A,16.0,14.0,4.0,4.0,6.0,6.0,11.0,13.0,1.0,0.0,0.0,0.0
Freiburg,RB Leipzig,D1,2024,08/03/2025,D,0,0,0.0,0.0,D,10.0,18.0,2.0,3.0,2.0,6.0,6.0,11.0,0.0,3.0,0.0,0.0
Ein Frankfurt,Union Berlin,D1,2024,09/03/2025,A,1,2,1.0,0.0,H,14.0,11.0,3.0,3.0,1.0,5.0,10.0,8.0,3.0,0.0,0.0,0.0
Hoffenheim,Heidenheim,D1,2024,09/03/2025,D,1,1,1.0,0.0,H,16.0,23.0,3.0,5.0,6.0,4.0,9.0,11.0,2.0,3.0,0.0,0.0
St Pauli,Hoffenheim,D1,2024,14/03/2025,H,1,0,0.0,0.0,D,10.0,4.0,5.0,0.0,11.0,2.0,6.0,8.0,0.0,1.0,0.0,0.0
Augsburg,Wolfsburg,D1,2024,15/03/2025,H,1,0,0.0,0.0,D,9.0,13.0,2.0,2.0,1.0,4.0,7.0,9.0,1.0,2.0,0.0,0.0
Mainz,Freiburg,D1,2024,15/03/2025,D,2,2,1.0,0.0,H,9.0,24.0,4.0,8.0,1.0,4.0,7.0,7.0,1.0,2.0,1.0,0.0
Union Berlin,Bayern Munich,D1,2024,15/03/2025,D,1,1,0.0,0.0,D,7.0,18.0,3.0,4.0,2.0,14.0,13.0,8.0,1.0,2.0,0.0,0.0
Werder Bremen,M'gladbach,D1,2024,15/03/2025,A,2,4,2.0,2.0,D,23.0,13.0,2.0,7.0,4.0,1.0,10.0,7.0,1.0,2.0,0.0,1.0
RB Leipzig,Dortmund,D1,2024,15/03/2025,H,2,0,1.0,0.0,H,15.0,25.0,5.0,9.0,3.0,12.0,14.0,10.0,3.0,3.0,0.0,0.0
Bochum,Ein Frankfurt,D1,2024,16/03/2025,A,1,3,0.0,2.0,A,17.0,18.0,7.0,7.0,8.0,3.0,7.0,9.0,4.0,1.0,0.0,0.0
Heidenheim,Holstein Kiel,D1,2024,16/03/2025,H,3,1,1.0,0.0,H,14.0,16.0,5.0,4.0,3.0,5.0,15.0,13.0,1.0,3.0,0.0,0.0
Stuttgart,Leverkusen,D1,2024,16/03/2025,A,3,4,1.0,0.0,H,11.0,16.0,6.0,4.0,1.0,10.0,13.0,14.0,3.0,2.0,0.0,0.0
Leverkusen,Bochum,D1,2024,28/03/2025,H,3,1,1.0,1.0,D,14.0,8.0,5.0,3.0,3.0,2.0,6.0,12.0,0.0,1.0,0.0,0.0
Bayern Munich,St Pauli,D1,2024,29/03/2025,H,3,2,1.0,1.0,D,19.0,10.0,9.0,4.0,5.0,4.0,13.0,4.0,3.0,0.0,0.0,0.0
Hoffenheim,Augsburg,D1,2024,29/03/2025,D,1,1,0.0,0.0,D,13.0,11.0,4.0,4.0,2.0,2.0,14.0,12.0,1.0,2.0,0.0,0.0
Holstein Kiel,Werder Bremen,D1,2024,29/03/2025,A,0,3,0.0,1.0,A,11.0,14.0,0.0,7.0,3.0,4.0,13.0,8.0,4.0,1.0,0.0,0.0
M'gladbach,RB Leipzig,D1,2024,29/03/2025,H,1,0,0.0,0.0,D,16.0,19.0,3.0,3.0,5.0,8.0,5.0,9.0,2.0,2.0,0.0,0.0
Wolfsburg,Heidenheim,D1,2024,29/03/2025,A,0,1,0.0,1.0,A,11.0,11.0,2.0,4.0,4.0,5.0,8.0,10.0,2.0,4.0,0.0,0.0
Ein Frankfurt,Stuttgart,D1,2024,29/03/2025,H,1,0,0.0,0.0,D,19.0,8.0,6.0,2.0,6.0,10.0,9.0,6.0,1.0,3.0,0.0,1.0
Freiburg,Union Berlin,D1,2024,30/03/2025,A,1,2,1.0,1.0,D,9.0,10.0,3.0,6.0,3.0,3.0,8.0,11.0,3.0,4.0,0.0,0.0
Dortmund,Mainz,D1,2024,30/03/2025,H,3,1,2.0,0.0,H,18.0,12.0,7.0,3.0,6.0,4.0,10.0,8.0,2.0,0.0,0.0,0.0
Augsburg,Bayern Munich,D1,2024,04/04/2025,A,1,3,1.0,1.0,D,6.0,19.0,3.0,7.0,2.0,4.0,8.0,8.0,4.0,0.0,1.0,0.0
Bochum,Stuttgart,D1,2024,05/04/2025,A,0,4,0.0,2.0,A,11.0,14.0,2.0,6.0,2.0,4.0,17.0,13.0,1.0,1.0,0.0,0.0
Freiburg,Dortmund,D1,2024,05/04/2025,A,1,4,0.0,1.0,A,12.0,18.0,3.0,7.0,3.0,4.0,8.0,6.0,1.0,0.0,0.0,0.0
Heidenheim,Leverkusen,D1,2024,05/04/2025,A,0,1,0.0,0.0,D,10.0,6.0,2.0,2.0,4.0,0.0,14.0,10.0,1.0,0.0,0.0,0.0
Mainz,Holstein Kiel,D1,2024,05/04/2025,D,1,1,0.0,1.0,A,13.0,10.0,3.0,5.0,4.0,4.0,12.0,8.0,4.0,4.0,0.0,0.0
RB Leipzig,Hoffenheim,D1,2024,05/04/2025,H,3,1,2.0,1.0,H,16.0,9.0,5.0,5.0,8.0,2.0,10.0,12.0,0.0,3.0,0.0,1.0
Werder Bremen,Ein Frankfurt,D1,2024,05/04/2025,H,2,0,1.0,0.0,H,12.0,9.0,4.0,0.0,5.0,6.0,8.0,15.0,3.0,3.0,0.0,0.0
St Pauli,M'gladbach,D1,2024,06/04/2025,D,1,1,0.0,1.0,A,26.0,5.0,9.0,3.0,11.0,2.0,6.0,13.0,0.0,2.0,0.0,0.0
Union Berlin,Wolfsburg,D1,2024,06/04/2025,H,1,0,0.0,0.0,D,13.0,12.0,3.0,3.0,6.0,4.0,13.0,14.0,0.0,1.0,0.0,0.0
Wolfsburg,RB Leipzig,D1,2024,11/04/2025,A,2,3,0.0,2.0,A,17.0,16.0,6.0,5.0,8.0,5.0,14.0,13.0,2.0,3.0,0.0,0.0
Bochum,Augsburg,D1,2024,12/04/2025,A,1,2,0.0,1.0,A,25.0,12.0,9.0,5.0,7.0,6.0,14.0,9.0,2.0,1.0,0.0,1.0
Hoffenheim,Mainz,D1,2024,12/04/2025,H,2,0,2.0,0.0,H,8.0,14.0,5.0,1.0,4.0,7.0,18.0,11.0,4.0,2.0,0.0,1.0
Holstein Kiel,St Pauli,D1,2024,12/04/2025,A,1,2,1.0,1.0,D,6.0,14.0,2.0,6.0,3.0,3.0,15.0,11.0,3.0,4.0,0.0,0.0
Leverkusen,Union Berlin,D1,2024,12/04/2025,D,0,0,0.0,0.0,D,16.0,7.0,3.0,3.0,7.0,3.0,10.0,13.0,2.0,1.0,0.0,0.0
M'gladbach,Freiburg,D1,2024,12/04/2025,A,1,2,1.0,1.0,D,10.0,19.0,1.0,7.0,4.0,6.0,4.0,11.0,0.0,1.0,0.0,0.0
Bayern Munich,Dortmund,D1,2024,12/04/2025,D,2,2,0.0,0.0,D,28.0,11.0,11.0,3.0,6.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0
Stuttgart,Werder Bremen,D1,2024,13/04/2025,A,1,2,1.0,1.0,D,12.0,14.0,4.0,5.0,3.0,4.0,12.0,13.0,3.0,2.0,1.0,0.0
Ein Frankfurt,Heidenheim,D1,2024,13/04/2025,H,3,0,2.0,0.0,H,19.0,14.0,8.0,3.0,5.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0
Freiburg,Hoffenheim,D1,2024,19/04/2025,H,3,2,2.0,2.0,D,12.0,19.0,6.0,6.0,2.0,6.0,14.0,13.0,3.0,2.0,0.0,0.0
Heidenheim,Bayern Munich,D1,2024,19/04/2025,A,0,4,0.0,3.0,A,4.0,18.0,1.0,11.0,4.0,4.0,8.0,11.0,3.0,1.0,0.0,0.0
Mainz,Wolfsburg,D1,2024,19/04/2025,D,2,2,2.0,1.0,H,18.0,16.0,7.0,4.0,7.0,5.0,15.0,8.0,2.0,3.0,0.0,0.0
RB Leipzig,Holstein Kiel,D1,2024,19/04/2025,D,1,1,0.0,1.0,A,10.0,13.0,4.0,3.0,9.0,7.0,5.0,9.0,1.0,2.0,0.0,0.0
Werder Bremen,Bochum,D1,2024,19/04/2025,H,1,0,0.0,0.0,D,14.0,12.0,4.0,1.0,2.0,7.0,9.0,20.0,3.0,3.0,0.0,1.0
Union Berlin,Stuttgart,D1,2024,19/04/2025,D,4,4,4.0,4.0,D,12.0,13.0,5.0,6.0,3.0,5.0,8.0,9.0,0.0,2.0,0.0,0.0
Augsburg,Ein Frankfurt,D1,2024,20/04/2025,D,0,0,0.0,0.0,D,13.0,8.0,2.0,5.0,3.0,9.0,6.0,8.0,2.0,1.0,0.0,0.0
Dortmund,M'gladbach,D1,2024,20/04/2025,H,3,2,3.0,1.0,H,14.0,6.0,6.0,3.0,6.0,2.0,13.0,10.0,1.0,2.0,0.0,0.0
St Pauli,Leverkusen,D1,2024,20/04/2025,D,1,1,0.0,1.0,A,10.0,6.0,5.0,4.0,4.0,4.0,12.0,12.0,1.0,4.0,0.0,0.0
Stuttgart,Heidenheim,D1,2024,25/04/2025,A,0,1,0.0,0.0,D,19.0,6.0,3.0,2.0,6.0,5.0,14.0,16.0,0.0,4.0,0.0,0.0
Bayern Munich,Mainz,D1,2024,26/04/2025,H,3,0,2.0,0.0,H,14.0,8.0,6.0,3.0,4.0,4.0,13.0,17.0,2.0,2.0,0.0,0.0
Hoffenheim,Dortmund,D1,2024,26/04/2025,A,2,3,0.0,1.0,A,11.0,16.0,3.0,8.0,2.0,5.0,17.0,9.0,5.0,1.0,0.0,0.0
Holstein Kiel,M'gladbach,D1,2024,26/04/2025,H,4,3,2.0,0.0,H,22.0,16.0,11.0,7.0,7.0,8.0,13.0,11.0,2.0,1.0,0.0,0.0
